adler32	1.2.0	0	|
anstyle	1.0.8	7	./.crates-cache/anstyle-1.0.8/src/style.rs:131:    pub fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./.crates-cache/anstyle-1.0.8/src/style.rs:166:    pub fn write_reset_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./.crates-cache/anstyle-1.0.8/src/effect.rs:174:    pub(crate) fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|
anstyle	1.0.13	7	./.crates-cache/anstyle-1.0.13/src/style.rs:131:    pub fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./.crates-cache/anstyle-1.0.13/src/style.rs:166:    pub fn write_reset_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|./.crates-cache/anstyle-1.0.13/src/effect.rs:174:    pub(crate) fn write_to(self, write: &mut dyn std::io::Write) -> std::io::Result<()> {|
anstyle-parse	0.2.3	0	|
anstyle-parse	0.2.6	0	|
anstyle-query	1.0.0	0	|
anstyle-query	1.0.2	0	|
anstyle-query	1.1.2	0	|
anstyle-query	1.1.4	0	|
anstyle-query	1.1.5	0	|
anstyle-parse	0.2.7	0	|
anstyle-wincon	3.0.1	2	./.crates-cache/anstyle-wincon-3.0.1/src/stream.rs:12:impl WinconStream for Box<dyn std::io::Write> {|./.crates-cache/anstyle-wincon-3.0.1/src/stream.rs:23:impl WinconStream for &'_ mut Box<dyn std::io::Write> {||
anstyle-wincon	3.0.10	3	./.crates-cache/anstyle-wincon-3.0.10/src/stream.rs:34:impl WinconStream for dyn std::io::Write {|./.crates-cache/anstyle-wincon-3.0.10/src/stream.rs:45:impl WinconStream for dyn std::io::Write + Send {|./.crates-cache/anstyle-wincon-3.0.10/src/stream.rs:56:impl WinconStream for dyn std::io::Write + Send + Sync {|
anstyle-wincon	3.0.11	3	./.crates-cache/anstyle-wincon-3.0.11/src/stream.rs:34:impl WinconStream for dyn std::io::Write {|./.crates-cache/anstyle-wincon-3.0.11/src/stream.rs:45:impl WinconStream for dyn std::io::Write + Send {|./.crates-cache/anstyle-wincon-3.0.11/src/stream.rs:56:impl WinconStream for dyn std::io::Write + Send + Sync {|
anstyle-wincon	3.0.6	3	./.crates-cache/anstyle-wincon-3.0.6/src/stream.rs:34:impl WinconStream for dyn std::io::Write {|./.crates-cache/anstyle-wincon-3.0.6/src/stream.rs:45:impl WinconStream for dyn std::io::Write + Send {|./.crates-cache/anstyle-wincon-3.0.6/src/stream.rs:56:impl WinconStream for dyn std::io::Write + Send + Sync {|
anstyle-wincon	3.0.7	3	./.crates-cache/anstyle-wincon-3.0.7/src/stream.rs:34:impl WinconStream for dyn std::io::Write {|./.crates-cache/anstyle-wincon-3.0.7/src/stream.rs:45:impl WinconStream for dyn std::io::Write + Send {|./.crates-cache/anstyle-wincon-3.0.7/src/stream.rs:56:impl WinconStream for dyn std::io::Write + Send + Sync {|
anyhow	1.0.45	44	./.crates-cache/anyhow-1.0.45/tests/test_boxed.rs:19:    let error = Box::<dyn StdError + Send + Sync>::from(oh no!);|./.crates-cache/anyhow-1.0.45/tests/test_boxed.rs:25:            .downcast_ref::<Box<dyn StdError + Send + Sync>>()|./.crates-cache/anyhow-1.0.45/tests/test_source.rs:20:    fn source(&self) -> Option<&(dyn StdError + 'static)> {|
apple-nvram	0.2.1	24	./.crates-cache/apple-nvram-0.2.1/src/v1v2.rs:300:    fn get_variable(&self, key: &[u8], typ: VarType) -> Option<&dyn crate::Variable<'a>> {|./.crates-cache/apple-nvram-0.2.1/src/v1v2.rs:306:                .map(|v| v as &dyn crate::Variable),|./.crates-cache/apple-nvram-0.2.1/src/v1v2.rs:311:                .map(|v| v as &dyn crate::Variable),|
anyhow	1.0.100	58	./.crates-cache/anyhow-1.0.100/tests/test_boxed.rs:19:    let error = Box::<dyn StdError + Send + Sync>::from(oh no!);|./.crates-cache/anyhow-1.0.100/tests/test_boxed.rs:25:            .downcast_ref::<Box<dyn StdError + Send + Sync>>()|./.crates-cache/anyhow-1.0.100/tests/test_source.rs:20:    fn source(&self) -> Option<&(dyn StdError + 'static)> {|
anyhow	1.0.102	55	./.crates-cache/anyhow-1.0.102/tests/test_boxed.rs:19:    let error = Box::<dyn StdError + Send + Sync>::from(oh no!);|./.crates-cache/anyhow-1.0.102/tests/test_boxed.rs:25:            .downcast_ref::<Box<dyn StdError + Send + Sync>>()|./.crates-cache/anyhow-1.0.102/tests/test_source.rs:20:    fn source(&self) -> Option<&(dyn StdError + 'static)> {|
anyhow	1.0.75	55	./.crates-cache/anyhow-1.0.75/build.rs:45:    const _: fn(&dyn Error) -> Option<&Backtrace> = |err| error::request_ref::<Backtrace>(err);|./.crates-cache/anyhow-1.0.75/tests/test_boxed.rs:19:    let error = Box::<dyn StdError + Send + Sync>::from(oh no!);|./.crates-cache/anyhow-1.0.75/tests/test_boxed.rs:25:            .downcast_ref::<Box<dyn StdError + Send + Sync>>()|
anyhow	1.0.86	55	./.crates-cache/anyhow-1.0.86/build/probe.rs:32:const _: fn(&dyn Error) -> Option<&Backtrace> = |err| error::request_ref::<Backtrace>(err);|./.crates-cache/anyhow-1.0.86/tests/test_boxed.rs:19:    let error = Box::<dyn StdError + Send + Sync>::from(oh no!);|./.crates-cache/anyhow-1.0.86/tests/test_boxed.rs:25:            .downcast_ref::<Box<dyn StdError + Send + Sync>>()|
asahi-bless	0.2.1	0	|
anyhow	1.0.94	55	./.crates-cache/anyhow-1.0.94/build/probe.rs:32:const _: fn(&dyn Error) -> Option<&Backtrace> = |err| error::request_ref::<Backtrace>(err);|./.crates-cache/anyhow-1.0.94/tests/test_boxed.rs:19:    let error = Box::<dyn StdError + Send + Sync>::from(oh no!);|./.crates-cache/anyhow-1.0.94/tests/test_boxed.rs:25:            .downcast_ref::<Box<dyn StdError + Send + Sync>>()|
argmax	0.4.0	0	|
anyhow	1.0.97	56	./.crates-cache/anyhow-1.0.97/build/probe.rs:32:const _: fn(&dyn Error) -> Option<&Backtrace> = |err| error::request_ref::<Backtrace>(err);|./.crates-cache/anyhow-1.0.97/tests/test_boxed.rs:19:    let error = Box::<dyn StdError + Send + Sync>::from(oh no!);|./.crates-cache/anyhow-1.0.97/tests/test_boxed.rs:25:            .downcast_ref::<Box<dyn StdError + Send + Sync>>()|
anyhow	1.0.96	56	./.crates-cache/anyhow-1.0.96/build/probe.rs:32:const _: fn(&dyn Error) -> Option<&Backtrace> = |err| error::request_ref::<Backtrace>(err);|./.crates-cache/anyhow-1.0.96/tests/test_boxed.rs:19:    let error = Box::<dyn StdError + Send + Sync>::from(oh no!);|./.crates-cache/anyhow-1.0.96/tests/test_boxed.rs:25:            .downcast_ref::<Box<dyn StdError + Send + Sync>>()|
approx	0.5.1	0	|
assert_cmd	2.0.12	16	./.crates-cache/assert_cmd-2.0.12/examples/example_fixture.rs:7:fn run() -> Result<(), Box<dyn Error>> {|./.crates-cache/assert_cmd-2.0.12/src/cargo.rs:144:    cause: Option<Box<dyn Error + Send + Sync + 'static>>,|./.crates-cache/assert_cmd-2.0.12/src/assert.rs:91:    context: Vec<(&'static str, Box<dyn fmt::Display + Send + Sync>)>,|
assert_fs	1.1.1	9	./.crates-cache/assert_fs-1.1.1/src/assert.rs:233:    ) -> Box<dyn Iterator<Item = predicates_core::reflection::Parameter<'a>> + 'a> {|./.crates-cache/assert_fs-1.1.1/src/assert.rs:240:    ) -> Box<dyn Iterator<Item = predicates_core::reflection::Child<'a>> + 'a> {|./.crates-cache/assert_fs-1.1.1/src/assert.rs:308:    ) -> Box<dyn Iterator<Item = predicates_core::reflection::Parameter<'a>> + 'a> {|
assert_cmd	2.0.10	16	./.crates-cache/assert_cmd-2.0.10/examples/example_fixture.rs:7:fn run() -> Result<(), Box<dyn Error>> {|./.crates-cache/assert_cmd-2.0.10/src/cargo.rs:144:    cause: Option<Box<dyn Error + Send + Sync + 'static>>,|./.crates-cache/assert_cmd-2.0.10/src/assert.rs:91:    context: Vec<(&'static str, Box<dyn fmt::Display + Send + Sync>)>,|
assert_cmd	2.0.14	16	./.crates-cache/assert_cmd-2.0.14/examples/example_fixture.rs:7:fn run() -> Result<(), Box<dyn Error>> {|./.crates-cache/assert_cmd-2.0.14/src/cargo.rs:165:    cause: Option<Box<dyn Error + Send + Sync + 'static>>,|./.crates-cache/assert_cmd-2.0.14/src/assert.rs:91:    context: Vec<(&'static str, Box<dyn fmt::Display + Send + Sync>)>,|
assert_cmd	2.0.16	16	./.crates-cache/assert_cmd-2.0.16/examples/example_fixture.rs:9:fn run() -> Result<(), Box<dyn Error>> {|./.crates-cache/assert_cmd-2.0.16/src/cargo.rs:165:    cause: Option<Box<dyn Error + Send + Sync + 'static>>,|./.crates-cache/assert_cmd-2.0.16/src/assert.rs:91:    context: Vec<(&'static str, Box<dyn fmt::Display + Send + Sync>)>,|
assert_cmd	2.0.8	16	./.crates-cache/assert_cmd-2.0.8/examples/example_fixture.rs:7:fn run() -> Result<(), Box<dyn Error>> {|./.crates-cache/assert_cmd-2.0.8/src/cargo.rs:144:    cause: Option<Box<dyn Error + Send + Sync + 'static>>,|./.crates-cache/assert_cmd-2.0.8/src/assert.rs:89:    context: Vec<(&'static str, Box<dyn fmt::Display + Send + Sync>)>,|
async-stream-impl	0.3.6	0	|
astral-tokio-tar	0.5.1	1	./.crates-cache/astral-tokio-tar-0.5.1/src/error.rs:26:    fn source(&self) -> Option<&(dyn error::Error + 'static)> {||
async-stream	0.3.6	0	|
astral-tokio-tar	0.5.6	1	./.crates-cache/astral-tokio-tar-0.5.6/src/error.rs:30:    fn source(&self) -> Option<&(dyn error::Error + 'static)> {||
atty	0.2.14	0	|
autocfg	1.0.1	0	|
arbitrary	1.4.2	0	|
async-trait	0.1.86	13	./.crates-cache/async-trait-0.1.86/tests/ui/no-attribute-macro.rs:12:    let _: &dyn Trait;|./.crates-cache/async-trait-0.1.86/tests/test.rs:121:    let object = &Struct as &dyn DynCompatible;|./.crates-cache/async-trait-0.1.86/tests/test.rs:136:    let object = &Struct as &dyn DynCompatible;|
autocfg	1.1.0	0	|
automod	1.0.15	0	|
autocfg	1.2.0	0	|
autocfg	1.4.0	0	|
async-recursion	1.1.1	10	./.crates-cache/async-recursion-1.1.1/tests/expand/lifetimes_no_send_bound.expanded.rs:9:) -> ::core::pin::Pin<Box<dyn ::core::future::Future<Output = bool> + 'async_recursion>>|./.crates-cache/async-recursion-1.1.1/tests/expand/fibonacci.expanded.rs:6:    Box<dyn ::core::future::Future<Output = u64> + ::core::marker::Send>,|./.crates-cache/async-recursion-1.1.1/tests/expand/args_punctuated.expanded.rs:4:    Box<dyn ::core::future::Future<Output = ()> + ::core::marker::Sync>,|
autocfg	1.5.0	0	|
async_zip	0.0.12	0	|
base64	0.13.0	2	./.crates-cache/base64-0.13.0/examples/base64.rs:60:    let mut input: Box<dyn Read> = match opt.file {|./.crates-cache/base64-0.13.0/src/decode.rs:68:    fn cause(&self) -> Option<&dyn error::Error> {||
bincode	1.3.3	0	|
base64	0.21.0	4	./.crates-cache/base64-0.21.0/examples/base64.rs:51:    let mut input: Box<dyn Read> = match opt.file {|./.crates-cache/base64-0.21.0/src/decode.rs:45:    fn cause(&self) -> Option<&dyn error::Error> {|./.crates-cache/base64-0.21.0/src/decode.rs:72:    fn cause(&self) -> Option<&dyn error::Error> {|
base64	0.22.1	2	./.crates-cache/base64-0.22.1/examples/base64.rs:40:    let mut input: Box<dyn Read> = match opt.file {|./.crates-cache/base64-0.22.1/src/decode.rs:70:    fn source(&self) -> Option<&(dyn error::Error + 'static)> {||
bitflags	1.2.1	0	|
backtrace	0.3.74	15	./.crates-cache/backtrace-0.3.74/src/symbolize/gimli.rs:412:pub unsafe fn resolve(what: ResolveWhat<'_>, cb: &mut dyn FnMut(&super::Symbol)) {|./.crates-cache/backtrace-0.3.74/src/symbolize/noop.rs:8:pub unsafe fn resolve(_addr: ResolveWhat<'_>, _cb: &mut dyn FnMut(&super::Symbol)) {}|./.crates-cache/backtrace-0.3.74/src/symbolize/miri.rs:8:pub unsafe fn resolve(what: ResolveWhat<'_>, cb: &mut dyn FnMut(&super::Symbol)) {|
backtrace	0.3.76	15	./.crates-cache/backtrace-0.3.76/src/symbolize/gimli.rs:441:pub unsafe fn resolve(what: ResolveWhat<'_>, cb: &mut dyn FnMut(&super::Symbol)) {|./.crates-cache/backtrace-0.3.76/src/symbolize/noop.rs:8:pub unsafe fn resolve(_addr: ResolveWhat<'_>, _cb: &mut dyn FnMut(&super::Symbol)) {}|./.crates-cache/backtrace-0.3.76/src/symbolize/miri.rs:8:pub unsafe fn resolve(what: ResolveWhat<'_>, cb: &mut dyn FnMut(&super::Symbol)) {|
bitflags	1.3.2	0	|
async-compression	0.4.19	20	./.crates-cache/async-compression-0.4.19/tests/utils/impls.rs:55:                &'a mut (dyn AsyncWrite + Unpin),|./.crates-cache/async-compression-0.4.19/tests/utils/impls.rs:56:            ) -> Pin<Box<dyn AsyncWrite + 'a>>,|./.crates-cache/async-compression-0.4.19/tests/utils/impls.rs:129:                &'a mut (dyn AsyncWrite + Unpin),|
bitflags	2.4.0	0	|
bitflags	2.4.1	0	|
bitflags	2.10.0	0	|
bindgen	0.60.1	7	./.crates-cache/bindgen-0.60.1/src/lib.rs:2591:        self.write(Box::new(&mut bytes) as Box<dyn Write>)|./.crates-cache/bindgen-0.60.1/src/ir/context.rs:625:    pub fn parse_callbacks(&self) -> Option<&dyn ParseCallbacks> {|./.crates-cache/bindgen-0.60.1/src/ir/var.rs:156:    callbacks: &dyn crate::callbacks::ParseCallbacks,|
bitflags	2.11.0	0	|
bitflags	2.6.0	0	|
bitflags	2.9.0	0	|
async-compression	0.3.15	44	./.crates-cache/async-compression-0.3.15/tests/utils/impls.rs:55:                &'a mut (dyn AsyncWrite + Unpin),|./.crates-cache/async-compression-0.3.15/tests/utils/impls.rs:56:            ) -> Pin<Box<dyn AsyncWrite + 'a>>,|./.crates-cache/async-compression-0.3.15/tests/utils/impls.rs:143:                &'a mut (dyn AsyncWrite + Unpin),|
