package	own_source_loc_rust	is_binary	own_dyn_hits	dep_dyn_hits	total_dyn_hits	dep_distinct_crates_using_dyn	fetch_status	own_dyn_sample
sys-kernel/scx-1.0.20	88942	yes	76	0	76	0	OK	./.upstream-cache/scx-1.0.20/tools/scxcash/src/main.rs:100:    let mut monitors: Vec<Box<dyn CacheMonitor<'_>>> = Vec::new();|./.upstream-cache/scx-1.0.20/tools/scxcash/src/monitors.rs:54:    fn consume(&mut self, cb: &mut dyn FnMut(CacheMonitorValue)) -> Result<()>;|./.upstream-cache/scx-1.0.20/tools/scxcash/src/monitors.rs:174:    fn consume(&mut self, cb: &mut dyn FnMut(CacheMonitorValue)) -> Result<()> {|
sys-kernel/scx-1.0.19	87440	yes	76	0	76	0	OK	./.upstream-cache/scx-1.0.19/tools/scxcash/src/main.rs:100:    let mut monitors: Vec<Box<dyn CacheMonitor<'_>>> = Vec::new();|./.upstream-cache/scx-1.0.19/tools/scxcash/src/monitors.rs:54:    fn consume(&mut self, cb: &mut dyn FnMut(CacheMonitorValue)) -> Result<()>;|./.upstream-cache/scx-1.0.19/tools/scxcash/src/monitors.rs:174:    fn consume(&mut self, cb: &mut dyn FnMut(CacheMonitorValue)) -> Result<()> {|
dev-util/bindgen-0.72.1	77984	yes	17	0	17	0	OK	./.upstream-cache/bindgen-0.72.1/bindgen-tests/tests/quickchecking/src/lib.rs:41:) -> Result<Output, Box<dyn Error>> {|./.upstream-cache/bindgen-0.72.1/bindgen-tests/tests/parse_callbacks/mod.rs:162:pub fn lookup(cb: &str) -> Box<dyn ParseCallbacks> {|./.upstream-cache/bindgen-0.72.1/bindgen/lib.rs:301:    parse_callbacks: &[Rc<dyn callbacks::ParseCallbacks>],|
dev-util/bindgen-0.72.0	77962	yes	17	0	17	0	OK	./.upstream-cache/bindgen-0.72.0/bindgen-tests/tests/quickchecking/src/lib.rs:41:) -> Result<Output, Box<dyn Error>> {|./.upstream-cache/bindgen-0.72.0/bindgen-tests/tests/parse_callbacks/mod.rs:162:pub fn lookup(cb: &str) -> Box<dyn ParseCallbacks> {|./.upstream-cache/bindgen-0.72.0/bindgen/lib.rs:301:    parse_callbacks: &[Rc<dyn callbacks::ParseCallbacks>],|
app-misc/anki-25.09.2	77157	yes	35	0	35	0	OK	./.upstream-cache/anki-25.09.2/build/ninja_gen/src/bin/update_uv.rs:12:fn fetch_uv_release_info() -> Result<String, Box<dyn Error>> {|./.upstream-cache/anki-25.09.2/build/ninja_gen/src/bin/update_uv.rs:84:fn read_python_rs() -> Result<String, Box<dyn Error>> {|./.upstream-cache/anki-25.09.2/build/ninja_gen/src/bin/update_uv.rs:92:fn update_uv_text(old_text: &str, new_uv_text: &str) -> Result<String, Box<dyn Error>> {|
dev-util/prek-0.4.4	72488	yes	9	0	9	0	OK	./.upstream-cache/prek-0.4.4/crates/prek-pty/src/error.rs:37:    fn source(&self) -> Option<&(dyn std::error::Error + 'static)> {|./.upstream-cache/prek-0.4.4/crates/prek/src/config.rs:1249:        let (repo_unused_keys, hooks_options): (_, Box<dyn Iterator<Item = &HookOptions>>) =|./.upstream-cache/prek-0.4.4/crates/prek/src/workspace.rs:269:        reporter: Option<&dyn HookInitReporter>,|
media-video/rav1e-0.7.1-r1	71243	yes	38	1368	1406	91	OK	./.upstream-cache/rav1e-0.7.1/ivf/src/lib.rs:49:  output_file: &mut dyn io::Write, width: usize, height: usize,|./.upstream-cache/rav1e-0.7.1/ivf/src/lib.rs:69:  output_file: &mut dyn io::Write, pts: u64, data: &[u8],|./.upstream-cache/rav1e-0.7.1/ivf/src/lib.rs:90:pub fn read_header(r: &mut dyn io::Read) -> io::Result<Header> {|
media-video/rav1e-0.8.1	70256	yes	38	0	38	0	OK	./.upstream-cache/rav1e-0.8.1/ivf/src/lib.rs:21:  output_file: &mut dyn io::Write, width: usize, height: usize,|./.upstream-cache/rav1e-0.8.1/ivf/src/lib.rs:41:  output_file: &mut dyn io::Write, pts: u64, data: &[u8],|./.upstream-cache/rav1e-0.8.1/ivf/src/lib.rs:62:pub fn read_header(r: &mut dyn io::Read) -> io::Result<Header> {|
media-video/rav1e-0.6.6-r1	69488	yes	39	1033	1072	80	OK	./.upstream-cache/rav1e-0.6.6/ivf/src/lib.rs:51:  output_file: &mut dyn io::Write, width: usize, height: usize,|./.upstream-cache/rav1e-0.6.6/ivf/src/lib.rs:71:  output_file: &mut dyn io::Write, pts: u64, data: &[u8],|./.upstream-cache/rav1e-0.6.6/ivf/src/lib.rs:92:pub fn read_header(r: &mut dyn io::Read) -> io::Result<Header> {|
dev-util/prek-0.4.0	68740	yes	10	0	10	0	OK	./.upstream-cache/prek-0.4.0/crates/prek-pty/src/error.rs:37:    fn source(&self) -> Option<&(dyn std::error::Error + 'static)> {|./.upstream-cache/prek-0.4.0/crates/prek/src/config.rs:1230:        let (repo_unused_keys, hooks_options): (_, Box<dyn Iterator<Item = &HookOptions>>) =|./.upstream-cache/prek-0.4.0/crates/prek/src/workspace.rs:261:        reporter: Option<&dyn HookInitReporter>,|
app-shells/atuin-18.16.1	67315	yes	65	0	65	0	OK	./.upstream-cache/atuin-18.16.1/crates/atuin/src/command/client/config.rs:254:fn dump_table(table: &dyn TableLike, prefix: &str, stack: &mut Vec<String>) -> Result<()> {|./.upstream-cache/atuin-18.16.1/crates/atuin/src/command/client/config.rs:293:    let mut current: &dyn TableLike = doc.as_table();|./.upstream-cache/atuin-18.16.1/crates/atuin/src/command/client/config.rs:322:    let mut current: &mut dyn TableLike = doc.as_table_mut();|
app-shells/atuin-18.16.0	67013	yes	65	0	65	0	OK	./.upstream-cache/atuin-18.16.0/crates/atuin/src/command/client/config.rs:254:fn dump_table(table: &dyn TableLike, prefix: &str, stack: &mut Vec<String>) -> Result<()> {|./.upstream-cache/atuin-18.16.0/crates/atuin/src/command/client/config.rs:293:    let mut current: &dyn TableLike = doc.as_table();|./.upstream-cache/atuin-18.16.0/crates/atuin/src/command/client/config.rs:322:    let mut current: &mut dyn TableLike = doc.as_table_mut();|
dev-db/zedis-0.5.2	66988	yes	25	0	25	0	OK	./.upstream-cache/zedis-0.5.2/build.rs:69:fn main() -> Result<(), Box<dyn std::error::Error>> {|./.upstream-cache/zedis-0.5.2/crates/zedis-ui/src/dialog.rs:21:type ZedisDialogOnOk = Rc<dyn Fn(&ClickEvent, &mut Window, &mut App) -> bool + 'static>;|./.upstream-cache/zedis-0.5.2/crates/zedis-ui/src/dialog.rs:22:type ZedisDialogOnClose = Rc<dyn Fn(&ClickEvent, &mut Window, &mut App) + 'static>;|
dev-vcs/mercurial-7.2.3	65114	yes	76	1211	1287	90	OK	./.upstream-cache/mercurial-7.2.3/contrib/python-zstandard/rust-ext/src/decompression_reader.rs:25:    source: Box<dyn InBufferSource + Send>,|./.upstream-cache/mercurial-7.2.3/contrib/python-zstandard/rust-ext/src/stream.rs:139:) -> PyResult<Box<dyn InBufferSource + Send>> {|./.upstream-cache/mercurial-7.2.3/contrib/python-zstandard/rust-ext/src/decompressor_iterator.rs:20:    source: Box<dyn InBufferSource + Send>,|
dev-util/prek-0.3.9	64510	yes	10	0	10	0	OK	./.upstream-cache/prek-0.3.9/crates/prek-pty/src/error.rs:37:    fn source(&self) -> Option<&(dyn std::error::Error + 'static)> {|./.upstream-cache/prek-0.3.9/crates/prek/src/config.rs:1199:        let (repo_unused_keys, hooks_options): (_, Box<dyn Iterator<Item = &HookOptions>>) =|./.upstream-cache/prek-0.3.9/crates/prek/src/workspace.rs:261:        reporter: Option<&dyn HookInitReporter>,|
games-puzzle/syzygy-1.0.2-r1	63470	yes	48	7	55	3	OK	./.upstream-cache/syzygy-1.0.2/src/gui/itersynth.rs:63:    generator: Box<dyn WaveGen>,|./.upstream-cache/syzygy-1.0.2/src/gui/itersynth.rs:68:    pub fn new(generator: Box<dyn WaveGen>) -> Wave {|./.upstream-cache/syzygy-1.0.2/src/modes/blame/view.rs:137:        let mut top_seq: Vec<Box<dyn SceneNode>> = Vec::new();|
app-crypt/sequoia-sq-1.3.1-r1	61886	yes	157	0	157	0	OK	./.upstream-cache/sequoia-sq-1.3.1/tests/integration/sq_keyring_filter.rs:62:fn read_certs(source: &mut (dyn Read + Sync + Send)) -> Vec<Cert> {|./.upstream-cache/sequoia-sq-1.3.1/src/config.rs:322:                     as Box<dyn Iterator<Item = &str>>)|./.upstream-cache/sequoia-sq-1.3.1/src/config.rs:324:                                as Box<dyn Iterator<Item = &str>>),|
net-misc/hurl-7.0.0	60403	yes	1	497	498	58	OK	./.upstream-cache/hurl-7.0.0/packages/hurl/src/runner/hurl_file.rs:153:    listener: Option<&dyn EventListener>,||
dev-util/prek-0.3.8	60276	yes	10	0	10	0	OK	./.upstream-cache/prek-0.3.8/crates/prek-pty/src/error.rs:37:    fn source(&self) -> Option<&(dyn std::error::Error + 'static)> {|./.upstream-cache/prek-0.3.8/crates/prek/src/config.rs:1173:        let (repo_unused_keys, hooks_options): (_, Box<dyn Iterator<Item = &HookOptions>>) =|./.upstream-cache/prek-0.3.8/crates/prek/src/workspace.rs:261:        reporter: Option<&dyn HookInitReporter>,|
app-shells/atuin-18.14.1	58083	yes	61	0	61	0	OK	./.upstream-cache/atuin-18.14.1/crates/atuin/src/command/client/config.rs:254:fn dump_table(table: &dyn TableLike, prefix: &str, stack: &mut Vec<String>) -> Result<()> {|./.upstream-cache/atuin-18.14.1/crates/atuin/src/command/client/config.rs:293:    let mut current: &dyn TableLike = doc.as_table();|./.upstream-cache/atuin-18.14.1/crates/atuin/src/command/client/config.rs:322:    let mut current: &mut dyn TableLike = doc.as_table_mut();|
dev-vcs/mercurial-7.0.3	58073	yes	85	585	670	71	OK	./.upstream-cache/mercurial-7.0.3/contrib/python-zstandard/rust-ext/src/decompression_reader.rs:25:    source: Box<dyn InBufferSource + Send>,|./.upstream-cache/mercurial-7.0.3/contrib/python-zstandard/rust-ext/src/stream.rs:139:) -> PyResult<Box<dyn InBufferSource + Send>> {|./.upstream-cache/mercurial-7.0.3/contrib/python-zstandard/rust-ext/src/decompressor_iterator.rs:20:    source: Box<dyn InBufferSource + Send>,|
dev-vcs/mercurial-7.1.2-r1	56477	yes	73	1028	1101	89	OK	./.upstream-cache/mercurial-7.1.2/contrib/python-zstandard/rust-ext/src/decompression_reader.rs:25:    source: Box<dyn InBufferSource + Send>,|./.upstream-cache/mercurial-7.1.2/contrib/python-zstandard/rust-ext/src/stream.rs:139:) -> PyResult<Box<dyn InBufferSource + Send>> {|./.upstream-cache/mercurial-7.1.2/contrib/python-zstandard/rust-ext/src/decompressor_iterator.rs:20:    source: Box<dyn InBufferSource + Send>,|
dev-util/prek-0.3.6	55810	yes	10	0	10	0	OK	./.upstream-cache/prek-0.3.6/crates/prek-pty/src/error.rs:37:    fn source(&self) -> Option<&(dyn std::error::Error + 'static)> {|./.upstream-cache/prek-0.3.6/crates/prek/src/config.rs:1066:        let (repo_unused_keys, hooks_options): (_, Box<dyn Iterator<Item = &HookOptions>>) =|./.upstream-cache/prek-0.3.6/crates/prek/src/workspace.rs:261:        reporter: Option<&dyn HookInitReporter>,|
app-shells/atuin-18.13.5	53823	yes	61	0	61	0	OK	./.upstream-cache/atuin-18.13.5/crates/atuin/src/command/client/search/engines.rs:17:pub fn engine(search_mode: SearchMode, settings: &Settings) -> Box<dyn SearchEngine> {|./.upstream-cache/atuin-18.13.5/crates/atuin/src/command/client/search/engines.rs:70:        db: &mut dyn Database,|./.upstream-cache/atuin-18.13.5/crates/atuin/src/command/client/search/engines.rs:73:    async fn query(&mut self, state: &SearchState, db: &mut dyn Database) -> Result<Vec<History>> {|
dev-util/sccache-0.16.0	53301	yes	245	0	245	0	OK	./.upstream-cache/sccache-0.16.0/tests/dist.rs:221:        _requester: &dyn ServerOutgoing,|./.upstream-cache/sccache-0.16.0/tests/dist.rs:229:        requester: &dyn ServerOutgoing,|./.upstream-cache/sccache-0.16.0/src/net.rs:116:    fn try_clone(&self) -> std::io::Result<Box<dyn Connection>>;|
sys-process/below-0.11.0-r1	53202	yes	31	1872	1903	102	OK	./.upstream-cache/below-0.11.0/below/dump/src/system.rs:36:        output: &mut dyn Write,|./.upstream-cache/below-0.11.0/below/dump/src/transport.rs:36:        output: &mut dyn Write,|./.upstream-cache/below-0.11.0/below/dump/src/tc.rs:24:        output: &mut dyn Write,|
dev-util/sccache-0.15.0	52522	yes	245	0	245	0	OK	./.upstream-cache/sccache-0.15.0/tests/dist.rs:221:        _requester: &dyn ServerOutgoing,|./.upstream-cache/sccache-0.15.0/tests/dist.rs:229:        requester: &dyn ServerOutgoing,|./.upstream-cache/sccache-0.15.0/src/net.rs:116:    fn try_clone(&self) -> std::io::Result<Box<dyn Connection>>;|
sys-apps/ripgrep-15.1.0	52292	yes	28	277	305	22	OK	./.upstream-cache/ripgrep-15.1.0/crates/globset/src/lib.rs:27:# Ok::<(), Box<dyn std::error::Error>>(())|./.upstream-cache/ripgrep-15.1.0/crates/globset/src/lib.rs:44:# Ok::<(), Box<dyn std::error::Error>>(())|./.upstream-cache/ripgrep-15.1.0/crates/globset/src/lib.rs:63:# Ok::<(), Box<dyn std::error::Error>>(())|
sys-kernel/scx-1.0.16	52007	yes	67	0	67	0	OK	./.upstream-cache/scx-1.0.16/tools/scxcash/src/main.rs:89:    let mut monitors: Vec<Box<dyn CacheMonitor<'_>>> = Vec::new();|./.upstream-cache/scx-1.0.16/tools/scxcash/src/monitors.rs:45:    fn consume(&mut self, cb: &mut dyn FnMut(CacheMonitorValue)) -> Result<()>;|./.upstream-cache/scx-1.0.16/tools/scxcash/src/monitors.rs:165:    fn consume(&mut self, cb: &mut dyn FnMut(CacheMonitorValue)) -> Result<()> {|
dev-util/py-spy-0.4.0	51683	yes	14	640	654	71	OK	./.upstream-cache/py-spy-0.4.0/src/chrometrace.rs:107:    pub fn write(&self, w: &mut dyn Write) -> Result<(), Error> {|./.upstream-cache/py-spy-0.4.0/src/main.rs:91:    fn write(&self, w: &mut dyn Write) -> Result<(), Error>;|./.upstream-cache/py-spy-0.4.0/src/main.rs:98:    fn write(&self, w: &mut dyn Write) -> Result<(), Error> {|
dev-util/py-spy-0.4.1	51658	yes	14	641	655	70	OK	./.upstream-cache/py-spy-0.4.1/src/chrometrace.rs:107:    pub fn write(&self, w: &mut dyn Write) -> Result<(), Error> {|./.upstream-cache/py-spy-0.4.1/src/main.rs:91:    fn write(&self, w: &mut dyn Write) -> Result<(), Error>;|./.upstream-cache/py-spy-0.4.1/src/main.rs:98:    fn write(&self, w: &mut dyn Write) -> Result<(), Error> {|
app-shells/starship-1.26.0	51170	yes	5	0	5	0	OK	./.upstream-cache/starship-1.26.0/src/test/mod.rs:177:        battery_info_provider: &'a (dyn crate::modules::BatteryInfoProvider + Send + Sync),|./.upstream-cache/starship-1.26.0/src/context.rs:81:    pub battery_info_provider: &'a (dyn crate::modules::BatteryInfoProvider + Send + Sync),|./.upstream-cache/starship-1.26.0/src/context.rs:1052:    fn test_scan_dir_no_symlinks() -> Result<(), Box<dyn std::error::Error>> {|
dev-db/zedis-0.4.2	51058	yes	24	0	24	0	OK	./.upstream-cache/zedis-0.4.2/build.rs:69:fn main() -> Result<(), Box<dyn std::error::Error>> {|./.upstream-cache/zedis-0.4.2/crates/zedis-ui/src/dialog.rs:21:type ZedisDialogOnOk = Rc<dyn Fn(&ClickEvent, &mut Window, &mut App) -> bool + 'static>;|./.upstream-cache/zedis-0.4.2/crates/zedis-ui/src/dialog.rs:22:type ZedisDialogOnClose = Rc<dyn Fn(&ClickEvent, &mut Window, &mut App) + 'static>;|
app-shells/starship-1.25.1	50433	yes	5	0	5	0	OK	./.upstream-cache/starship-1.25.1/src/test/mod.rs:158:        battery_info_provider: &'a (dyn crate::modules::BatteryInfoProvider + Send + Sync),|./.upstream-cache/starship-1.25.1/src/context.rs:81:    pub battery_info_provider: &'a (dyn crate::modules::BatteryInfoProvider + Send + Sync),|./.upstream-cache/starship-1.25.1/src/context.rs:1052:    fn test_scan_dir_no_symlinks() -> Result<(), Box<dyn std::error::Error>> {|
sys-devel/wild-0.8.0	50284	yes	10	3121	3131	112	OK	./.upstream-cache/wild-0.8.0/linker-diff/src/diagnostics.rs:79:    fn record_debug(&mut self, field: &tracing::field::Field, value: &dyn std::fmt::Debug) {|./.upstream-cache/wild-0.8.0/linker-diff/src/lib.rs:941:) -> Result<(String, String), Box<dyn std::error::Error + Send + Sync + 'static>> {|./.upstream-cache/wild-0.8.0/wild/tests/integration_tests.rs:2999:fn diff_files(config: &Config, files: Vec<PathBuf>, display: &dyn Display) -> Result {|
dev-vcs/gitui-0.28.1	49119	yes	15	0	15	0	OK	./.upstream-cache/gitui-0.28.1/asyncgit/src/sync/commit_filter.rs:13: Box<dyn Fn(&Repository, &CommitId) -> Result<bool> + Send + Sync>,|./.upstream-cache/gitui-0.28.1/asyncgit/src/sync/sign.rs:108: ) -> Result<Box<dyn Sign>, SignBuilderError> {|./.upstream-cache/gitui-0.28.1/asyncgit/src/sync/sign.rs:182:    let signer: Box<dyn Sign> = Box::new(ssh_signer);|
dev-util/sccache-0.14.0-r1	48904	yes	189	0	189	0	OK	./.upstream-cache/sccache-0.14.0/tests/dist.rs:221:        _requester: &dyn ServerOutgoing,|./.upstream-cache/sccache-0.14.0/tests/dist.rs:229:        requester: &dyn ServerOutgoing,|./.upstream-cache/sccache-0.14.0/src/net.rs:116:    fn try_clone(&self) -> std::io::Result<Box<dyn Connection>>;|
dev-util/sccache-0.14.0	48904	yes	189	0	189	0	OK	./.upstream-cache/sccache-0.14.0/tests/dist.rs:221:        _requester: &dyn ServerOutgoing,|./.upstream-cache/sccache-0.14.0/tests/dist.rs:229:        requester: &dyn ServerOutgoing,|./.upstream-cache/sccache-0.14.0/src/net.rs:116:    fn try_clone(&self) -> std::io::Result<Box<dyn Connection>>;|
dev-db/zedis-0.4.1	48781	yes	24	0	24	0	OK	./.upstream-cache/zedis-0.4.1/build.rs:69:fn main() -> Result<(), Box<dyn std::error::Error>> {|./.upstream-cache/zedis-0.4.1/crates/zedis-ui/src/dialog.rs:21:type ZedisDialogOnOk = Rc<dyn Fn(&ClickEvent, &mut Window, &mut App) -> bool + 'static>;|./.upstream-cache/zedis-0.4.1/crates/zedis-ui/src/dialog.rs:22:type ZedisDialogOnClose = Rc<dyn Fn(&ClickEvent, &mut Window, &mut App) + 'static>;|
dev-vcs/gitui-0.28.0	48284	yes	15	0	15	0	OK	./.upstream-cache/gitui-0.28.0/asyncgit/src/sync/commit_filter.rs:13: Box<dyn Fn(&Repository, &CommitId) -> Result<bool> + Send + Sync>,|./.upstream-cache/gitui-0.28.0/asyncgit/src/sync/sign.rs:108: ) -> Result<Box<dyn Sign>, SignBuilderError> {|./.upstream-cache/gitui-0.28.0/asyncgit/src/sync/sign.rs:182:    let signer: Box<dyn Sign> = Box::new(ssh_signer);|
sys-block/thin-provisioning-tools-1.3.1	45852	yes	383	709	1092	72	OK	./.upstream-cache/thin-provisioning-tools-1.3.1/tests/cache_writeback.rs:100:    indicator: Box<dyn SourceBlockIndicator>,|./.upstream-cache/thin-provisioning-tools-1.3.1/tests/cache_writeback.rs:110:        indicator: Box<dyn SourceBlockIndicator>,|./.upstream-cache/thin-provisioning-tools-1.3.1/tests/cache_writeback.rs:357:    fn verify(&self, indicator: Box<dyn SourceBlockIndicator>) -> Result<()> {|
sys-block/thin-provisioning-tools-1.3.0	45188	yes	398	709	1107	72	OK	./.upstream-cache/thin-provisioning-tools-1.3.0/tests/cache_writeback.rs:100:    indicator: Box<dyn SourceBlockIndicator>,|./.upstream-cache/thin-provisioning-tools-1.3.0/tests/cache_writeback.rs:110:        indicator: Box<dyn SourceBlockIndicator>,|./.upstream-cache/thin-provisioning-tools-1.3.0/tests/cache_writeback.rs:357:    fn verify(&self, indicator: Box<dyn SourceBlockIndicator>) -> Result<()> {|
app-admin/sudo-rs-0.2.14	44431	yes	17	0	17	0	OK	./.upstream-cache/sudo-rs-0.2.14/test-framework/sudo-compliance-tests/src/lib.rs:14:type Error = Box<dyn std::error::Error>;|./.upstream-cache/sudo-rs-0.2.14/test-framework/e2e-tests/src/lib.rs:23:fn dlopen_apparmor_ignores_ld_library_path() -> Result<(), Box<dyn std::error::Error>> {|./.upstream-cache/sudo-rs-0.2.14/test-framework/sudo-test/src/lib.rs:26:type Error = Box<dyn std::error::Error>;|
sys-devel/wild-0.7.0-r1	43572	yes	8	1397	1405	91	OK	./.upstream-cache/wild-0.7.0/linker-diff/src/diagnostics.rs:79:    fn record_debug(&mut self, field: &tracing::field::Field, value: &dyn std::fmt::Debug) {|./.upstream-cache/wild-0.7.0/linker-diff/src/lib.rs:908:) -> Result<(String, String), Box<dyn std::error::Error + Send + Sync + 'static>> {|./.upstream-cache/wild-0.7.0/wild/tests/integration_tests.rs:2630:fn diff_files(config: &Config, files: Vec<PathBuf>, display: &dyn Display) -> Result {|
app-admin/sudo-rs-0.2.13	43064	yes	17	0	17	0	OK	./.upstream-cache/sudo-rs-0.2.13/test-framework/sudo-compliance-tests/src/lib.rs:14:type Error = Box<dyn std::error::Error>;|./.upstream-cache/sudo-rs-0.2.13/test-framework/e2e-tests/src/lib.rs:19:fn dlopen_apparmor_ignores_ld_library_path() -> Result<(), Box<dyn std::error::Error>> {|./.upstream-cache/sudo-rs-0.2.13/test-framework/sudo-test/src/lib.rs:25:type Error = Box<dyn std::error::Error>;|
app-admin/sudo-rs-0.2.12-r1	42519	yes	17	0	17	0	OK	./.upstream-cache/sudo-rs-0.2.12/test-framework/sudo-compliance-tests/src/lib.rs:14:type Error = Box<dyn std::error::Error>;|./.upstream-cache/sudo-rs-0.2.12/test-framework/e2e-tests/src/lib.rs:19:fn dlopen_apparmor_ignores_ld_library_path() -> Result<(), Box<dyn std::error::Error>> {|./.upstream-cache/sudo-rs-0.2.12/test-framework/sudo-test/src/lib.rs:25:type Error = Box<dyn std::error::Error>;|
media-libs/subrandr-1.3.0	40020	yes	51	0	51	0	OK	./.upstream-cache/subrandr-1.3.0/sbr-util/src/lib.rs:8:pub type AnyError = Box<dyn std::error::Error + Send + Sync>;|./.upstream-cache/subrandr-1.3.0/sbr-util/src/cache.rs:34:    unsafe fn assume_init_ref(&self) -> &dyn CacheValue;|./.upstream-cache/subrandr-1.3.0/sbr-util/src/cache.rs:44:    unsafe fn assume_init_ref(&self) -> &dyn CacheValue {|
sci-ml/tokenizers-0.23.1	39849	yes	15	0	15	0	OK	./.upstream-cache/tokenizers-0.23.1/tokenizers/examples/encode_batch.rs:3:fn main() -> Result<(), Box<dyn std::error::Error + Send + Sync>> {|./.upstream-cache/tokenizers-0.23.1/tokenizers/src/utils/fancy.rs:16:    pub fn new(regex_str: &str) -> Result<Self, Box<dyn Error + Send + Sync + 'static>> {|./.upstream-cache/tokenizers-0.23.1/tokenizers/src/utils/fancy.rs:41:    ) -> Result<Vec<(Offsets, bool)>, Box<dyn Error + Send + Sync + 'static>> {|
dev-util/rustup-1.29.0	39771	yes	44	0	44	0	OK	./.upstream-cache/rustup-1.29.0/src/test/dist.rs:910:    let writer: &mut dyn Write = match &dst.to_string_lossy() {|./.upstream-cache/rustup-1.29.0/src/diskio/immediate.rs:38:    fn deque(&self) -> Box<dyn Iterator<Item = CompletedIo>> {|./.upstream-cache/rustup-1.29.0/src/diskio/immediate.rs:69:    fn dispatch(&self, mut item: Item) -> Box<dyn Iterator<Item = CompletedIo> + '_> {|
media-libs/subrandr-1.4.0	39764	yes	45	0	45	0	OK	./.upstream-cache/subrandr-1.4.0/sbr-util/src/lib.rs:8:pub type AnyError = Box<dyn std::error::Error + Send + Sync>;|./.upstream-cache/subrandr-1.4.0/sbr-util/src/cache.rs:34:    unsafe fn assume_init_ref(&self) -> &dyn CacheValue;|./.upstream-cache/subrandr-1.4.0/sbr-util/src/cache.rs:44:    unsafe fn assume_init_ref(&self) -> &dyn CacheValue {|
games-board/jja-0.9.1-r3	38696	yes	29	791	820	81	OK	./.upstream-cache/jja-0.9.1/src/system.rs:159:pub fn get_username() -> Result<String, Box<dyn std::error::Error>> {|./.upstream-cache/jja-0.9.1/src/system.rs:184:pub fn get_username() -> Result<String, Box<dyn std::error::Error>> {|./.upstream-cache/jja-0.9.1/src/stockfish.rs:208:pub fn stockfish_hash(position: &dyn Position) -> u64 {|
dev-vcs/mercurial-6.9.4	38509	yes	57	579	636	63	OK	./.upstream-cache/mercurial-6.9.4/rust/chg/src/message.rs:162:    error: impl Into<Box<dyn error::Error + Send + Sync>>,|./.upstream-cache/mercurial-6.9.4/rust/hg-core/examples/nodemap/index.rs:15:    data: Box<dyn Deref<Target = [IndexEntry]> + Send>,|./.upstream-cache/mercurial-6.9.4/rust/hg-core/src/sparse.rs:32:        output: &mut dyn std::io::Write,|
dev-util/maturin-1.14.1	36584	yes	5	0	5	0	OK	./.upstream-cache/maturin-1.14.1/src/module_writer/wheel_writer.rs:137:    fn wheel_writer_no_compression() -> Result<(), Box<dyn std::error::Error>> {|./.upstream-cache/maturin-1.14.1/src/source_distribution/pyproject.rs:379:    project: &mut dyn toml_edit::TableLike,|./.upstream-cache/maturin-1.14.1/src/build_orchestrator.rs:483:        F: FnOnce(Rc<tempfile::TempDir>) -> Result<Box<dyn BindingGenerator + 'b>>,|
dev-vcs/mercurial-6.7.4-r3	36268	yes	52	470	522	52	OK	./.upstream-cache/mercurial-6.7.4/rust/chg/src/message.rs:162:    error: impl Into<Box<dyn error::Error + Send + Sync>>,|./.upstream-cache/mercurial-6.7.4/rust/hg-core/examples/nodemap/index.rs:15:    data: Box<dyn Deref<Target = [IndexEntry]> + Send>,|./.upstream-cache/mercurial-6.7.4/rust/hg-core/src/sparse.rs:30:        output: &mut dyn std::io::Write,|
dev-vcs/mercurial-6.7.4-r2	36268	yes	52	470	522	52	OK	./.upstream-cache/mercurial-6.7.4/rust/chg/src/message.rs:162:    error: impl Into<Box<dyn error::Error + Send + Sync>>,|./.upstream-cache/mercurial-6.7.4/rust/hg-core/examples/nodemap/index.rs:15:    data: Box<dyn Deref<Target = [IndexEntry]> + Send>,|./.upstream-cache/mercurial-6.7.4/rust/hg-core/src/sparse.rs:30:        output: &mut dyn std::io::Write,|
dev-util/maturin-1.14.0	36266	yes	5	0	5	0	OK	./.upstream-cache/maturin-1.14.0/src/module_writer/wheel_writer.rs:137:    fn wheel_writer_no_compression() -> Result<(), Box<dyn std::error::Error>> {|./.upstream-cache/maturin-1.14.0/src/source_distribution/pyproject.rs:379:    project: &mut dyn toml_edit::TableLike,|./.upstream-cache/maturin-1.14.0/src/build_orchestrator.rs:486:        F: FnOnce(Rc<tempfile::TempDir>) -> Result<Box<dyn BindingGenerator + 'b>>,|
dev-util/rustup-1.28.2-r2	36255	yes	92	0	92	0	OK	./.upstream-cache/rustup-1.28.2/src/config.rs:236:    pub notify_handler: Arc<dyn Fn(Notification<'_>)>,|./.upstream-cache/rustup-1.28.2/src/config.rs:244:        notify_handler: Arc<dyn Fn(Notification<'_>)>,|./.upstream-cache/rustup-1.28.2/src/config.rs:332:        notify_handler: &'a dyn Fn(crate::dist::Notification<'_>),|
dev-vcs/mercurial-6.8.2	36243	yes	52	527	579	57	OK	./.upstream-cache/mercurial-6.8.2/rust/chg/src/message.rs:162:    error: impl Into<Box<dyn error::Error + Send + Sync>>,|./.upstream-cache/mercurial-6.8.2/rust/hg-core/examples/nodemap/index.rs:15:    data: Box<dyn Deref<Target = [IndexEntry]> + Send>,|./.upstream-cache/mercurial-6.8.2/rust/hg-core/src/sparse.rs:30:        output: &mut dyn std::io::Write,|
