./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	aho-corasick	0.7.10
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	ansi_term	0.11.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	arrayref	0.3.6
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	arrayvec	0.5.1
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	atty	0.2.14
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	autocfg	1.0.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	base64	0.11.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	bitflags	1.2.1
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	blake2b_simd	0.5.10
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	bstr	0.2.12
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	byteorder	1.3.4
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	cc	1.0.52
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	cfg-if	0.1.10
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	chrono	0.4.19
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	clap	2.33.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	constant_time_eq	0.1.5
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	crossbeam-utils	0.7.2
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	csv	1.1.3
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	csv-core	0.1.10
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	dirs	2.0.2
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	dirs-sys	0.3.4
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	either	1.6.1
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	getrandom	0.1.14
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	hermit-abi	0.1.12
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	humantime	2.1.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	itertools	0.9.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	itoa	0.4.5
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	lazy_static	1.4.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	libc	0.2.69
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	libsqlite3-sys	0.10.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	linked-hash-map	0.5.3
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	lru-cache	0.1.2
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	memchr	2.3.3
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	num-integer	0.1.44
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	num-traits	0.2.14
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	numtoa	0.1.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	pkg-config	0.3.17
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	ppv-lite86	0.2.6
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	rand	0.7.3
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	rand_chacha	0.2.2
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	rand_core	0.5.1
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	rand_hc	0.2.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	redox_syscall	0.1.56
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	redox_termios	0.1.1
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	redox_users	0.3.4
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	regex	1.3.7
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	regex-automata	0.1.9
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	regex-syntax	0.6.17
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	relative-path	1.0.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	rusqlite	0.15.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	rust-argon2	0.7.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	ryu	1.0.4
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	serde	1.0.106
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	shellexpand	2.0.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	strsim	0.8.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	termion	1.5.5
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	textwrap	0.11.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	thread_local	1.0.1
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	time	0.1.43
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	unicode-segmentation	1.6.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	unicode-width	0.1.7
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	vcpkg	0.2.8
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	vec_map	0.8.2
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	wasi	0.9.0+wasi-snapshot-preview1
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	winapi	0.3.8
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	winapi-i686-pc-windows-gnu	0.4.0
./gentoo-tree/app-shells/mcfly/mcfly-0.5.13-r1.ebuild	winapi-x86_64-pc-windows-gnu	0.4.0
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	aho-corasick	1.1.3
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	aliasable	0.1.3
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	anstream	0.6.18
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	anstyle-parse	0.2.6
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	anstyle-query	1.1.2
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	anstyle-wincon	3.0.8
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	anstyle	1.0.10
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	anyhow	1.0.98
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	askama	0.14.0
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	askama_derive	0.14.0
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	askama_parser	0.14.0
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	assert_cmd	2.0.17
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	bincode	1.3.3
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	bitflags	2.9.1
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	bstr	1.12.0
./gentoo-tree/app-shells/zoxide/zoxide-0.9.9.ebuild	cfg-if	1.0.0
