./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	aho-corasick	1.1.3
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	android-tzdata	0.1.1
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	android_system_properties	0.1.5
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	anstream	0.6.12
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	anstyle-parse	0.2.1
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	anstyle-query	1.0.0
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	anstyle-wincon	3.0.1
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	anstyle	1.0.8
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	assert_cmd	2.0.16
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	autocfg	1.1.0
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	bitflags	1.3.2
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	bitflags	2.4.1
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	bstr	1.9.1
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	bumpalo	3.12.0
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	cc	1.0.72
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	cfg-if	1.0.0
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	cfg_aliases	0.1.1
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	cfg_aliases	0.2.1
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	chrono	0.4.38
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	clap	4.5.17
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	clap_builder	4.5.17
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	clap_lex	0.7.0
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	colorchoice	1.0.0
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	core-foundation-sys	0.8.3
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	diff	0.1.13
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	difflib	0.4.0
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	doc-comment	0.3.3
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	dunce	1.0.4
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	errno	0.3.8
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	faccess	0.2.4
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	fastrand	2.0.1
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	filetime	0.2.25
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	float-cmp	0.9.0
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	futures-channel	0.3.21
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	futures-core	0.3.21
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	futures-executor	0.3.21
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	futures-io	0.3.21
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	futures-sink	0.3.21
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	futures-task	0.3.21
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	futures-util	0.3.21
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	futures	0.3.21
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	glob	0.3.1
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	iana-time-zone	0.1.47
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	js-sys	0.3.59
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	libc	0.2.155
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	libredox	0.1.3
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	linux-raw-sys	0.4.12
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	lock_api	0.4.7
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	log	0.4.14
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	memchr	2.7.2
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	nix	0.28.0
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	nix	0.29.0
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	normalize-line-endings	0.3.0
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	num-traits	0.2.14
./gentoo-tree/sys-apps/uutils-findutils/uutils-findutils-9999.ebuild	number_prefix	0.4.0
