wezterm	20260616.002039	./gentoo-tree/x11-terms/wezterm/wezterm-20260616.002039.ebuild	ERROR_DOWNLOAD(github.com)	0	0	
alacritty	0.16.1	./gentoo-tree/x11-terms/alacritty/alacritty-0.16.1.ebuild	ERROR_DOWNLOAD(github.com)	0	0	
